filename,Event,EventTAG,LAT,LON,DEP,LEN_f,WID,Mw,Mo,STRK,DIP,RAKE,Htop,HypX,HypZ,avTr,avVr,Nx,Nz,Fmin,Fmax,Dx,Dz,Ntw,Nsg,LEN_inv,SHF,SVF,SGM-Data,TELE-Data,TRIL-Data,LEVEL-Data,GPS-Data,INSAR-Data,SURF-Data,OTHER-Data,SGM-PHImx,TELE-PHImx,TRIL-PHImx,LEVEL-PHImx,GPS-PHImx,INSAR-PHImx,SURF-PHImx,OTHER-PHImx,SGM-Rmin,TELE-Rmin,TRIL-Rmin,LEVEL-Rmin,GPS-Rmin,INSAR-Rmin,SURF-Rmin,OTHER-Rmin,BBR-Data,HR-GPS-Data,Hr-GPS-Data,InSAR-Data,Other-Data,SAT-Data,SPOT-Data,hr-GPS-Data,inSAR-Data,level-Data,tril-Data
s2007TOCOPI01ZENG.fsp,"Tocopilla, Chile",s2007TOCOPI01ZENG,-22.2194,-69.8169,39.43,200.0,150.0,7.7,3.98e+20,355.07998999999865,16.56000000000003,92.36705765214288,12.353103687650115,135.0,95.0,999.0,999.0,20.0,15.0,999.0,999.0,10.0,10.0,999.0,1.0,999.0,999.0,999,0.0,42.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2007TOCOPI02BEJA.fsp,"Tocopilla, Chile",s2007TOCOPI02BEJA,-22.34,-70.06,51.8,266.0,168.0,7.7,3.98e+20,6.0,20.0,67.84573521068066,10.106,165.89,82.71,999.0,999.0,19.0,12.0,999.0,999.0,14.0,14.0,999.0,1.0,999.0,999.0,Not-Applicable,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,,,,999.0,,,,,,0.0,0.0
s2007TOCOPI03BEJA.fsp,"Tocopilla, Chile",s2007TOCOPI03BEJA,-22.34,-70.06,51.8,266.0,168.0,7.7,3.98e+20,6.0,20.0,33.019427552731074,10.106,165.89,82.71,999.0,999.0,19.0,12.0,999.0,999.0,14.0,14.0,999.0,1.0,999.0,999.0,Not-Applicable,0.0,0.0,,,11.0,,,0.0,0.0,0.0,999.0,0.0,0.0,999.0,0.0,,0.0,0.0,999.0,0.0,0.0,999.0,0.0,,,,,999.0,,,,,,0.0,0.0
s2007VOLCAN01HAYE.fsp,"Volcano Islands, Japan Region",s2007VOLCAN01HAYE,22.0,142.65,276.1,65.0,67.5,7.46,2.01e+20,73.3,48.54,47.28365955522805,250.8,32.5,33.75,2.0,1.9,13.0,15.0,0.0,1.0,5.0,4.5,5.0,1.0,1.6,0.8,asymetriccosine,0.0,54.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2008GERZET01ELLI.fsp,"Gerze, Tibet",s2008GERZET01ELLI,32.41,81.35,7.5,20.0,19.581109339984177,6.4,4.47e+18,233.0,50.0,-67.0,0.0,10.0,9.79,0.0,0.0,20.0,15.0,0.0,0.0,1.0,1.31,0.0,1.0,0.0,0.0,notapplicable,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,,,,999.0,,,,,,0.0,0.0
s2008GERZET02ELLI.fsp,"Gerze, Tibet",s2008GERZET02ELLI,32.45,85.3,4.0,15.0,10.017085265249806,5.9,7.94e+17,205.0,53.0,-87.0,0.0,7.5,5.01,0.0,0.0,15.0,8.0,0.0,0.0,1.0,1.25,0.0,1.0,0.0,0.0,notapplicable,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,,,,999.0,,,,,,0.0,0.0
s2008IWATEx01ASAN.fsp,"Iwate-Miyagi Nairiku, Japan",s2008IWATEx01ASAN,39.0298,140.8807,7.77,38.0,18.0,6.89,2.76e+19,209.0,51.0,108.3067174674898,0.8,13.0,9.0,4.5,2.4,19.0,9.0,0.1,1.0,2.0,2.0,8.0,1.0,1.0,0.5,smooth,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,
s2008IWATEx01CULT.fsp,Iwate - Miyagi Nairiku,s2008IWATEx01CULT,39.027,140.878,6.5,42.66,17.380000000000003,7.0,3.65e+19,209.0,40.0,-99.0,1.34,21.33,8.69,-99.0,-99.0,27.0,11.0,0.02,0.5,1.58,1.58,1.0,1.0,-99.0,0.0,reg_yoffe,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2008IWATEx01HAYE.fsp,"Iwate-Miyagi Nairiku, Japan",s2008IWATEx01HAYE,39.1095,140.67751,9.4918,42.0,22.0,6.8,1.78e+19,205.24001000000055,49.67000000000006,102.84507078809315,-0.4185295668296179,22.5,13.0,999.0,999.0,14.0,11.0,999.0,999.0,3.0,2.0,999.0,1.0,999.0,999.0,999,0.0,46.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008KERMED01HAYE.fsp,"Kermedac Islands, New Zealand",s2008KERMED01HAYE,-29.8937,-177.7883,39.5067,70.0,70.0,7.0,3.55e+19,197.3,29.560000000000084,91.95079072469191,23.473263189277656,32.5,32.5,999.0,999.0,14.0,14.0,999.0,999.0,5.0,5.0,999.0,1.0,999.0,999.0,999,0.0,51.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008SIMEUL01HAYE.fsp,"Simeulue, Indonesia",s2008SIMEUL01HAYE,2.7074,95.9661,23.5547,120.0,170.0,7.4,1.41e+20,295.9200100000014,7.550000000000039,63.82281362887419,15.342721646828254,65.0,62.5,999.0,999.0,12.0,34.0,999.0,999.0,10.0,5.0,999.0,1.0,999.0,999.0,999,0.0,56.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008SIMEUL01SLAD.fsp,"Simeulue, Indonesia",s2008SIMEUL01SLAD,2.73125,95.97065,24.80501,152.0,112.0,7.4,1.41e+20,302.0,7.0,90.42555841283524,19.442752626379413,116.0,44.0,3.0,3.0,19.0,14.0,999.0,999.0,8.0,8.0,999.0,1.0,999.0,999.0,999,0.0,25.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008SIMEUL02HAYE.fsp,"Simeulue, Indonesia",s2008SIMEUL02HAYE,2.77,95.96,26.0,120.0,127.5,7.39,1.59e+20,308.0,12.0,86.97232328644033,17.42,52.0,41.25,2.2,1.4,15.0,17.0,0.0,1.0,8.0,7.5,5.0,1.0,1.6,0.8,asymetriccosine,0.0,62.0,0.0,0.0,0.0,0.0,0.0,,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2008SULAWE01SLAD.fsp,"Sulawesi, Indonesia",s2008SULAWE01SLAD,1.30011,122.103,25.5005,120.0,56.0,7.3,1e+20,93.0,22.0,88.13619690896903,12.763886813168176,52.0,34.0,2.4,2.4,15.0,14.0,999.0,999.0,8.0,4.0,999.0,1.0,999.0,999.0,999,0.0,32.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008WENCHU01JIxx.fsp,"Wenchuan, China",s2008WENCHU01JIxx,31.1024,103.3166,9.4554,315.0,40.0,7.9,7.94e+20,229.0,33.0,126.5399891753952,-0.0757975875375676,262.5,17.5,999.0,999.0,21.0,8.0,999.0,999.0,15.0,5.0,999.0,1.0,999.0,999.0,triangular,0.0,57.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008WENCHU01SLAD.fsp,"Wenchuan, China",s2008WENCHU01SLAD,30.99252,103.45786,9.27381,260.0,28.0,7.9,7.94e+20,228.0,33.0,136.68282903161628,3.8274219299699457,235.0,10.0,999.0,999.0,26.0,7.0,999.0,999.0,10.0,4.0,999.0,1.0,999.0,999.0,999,0.0,36.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2008WENCHU01YAGI.fsp,"Wenchuan, China",s2008WENCHU01YAGI,30.986,103.364,16.0,320.0,60.0,8.03,1.41e+21,231.0,32.0,149.53882645463293,0.1,285.0,30.0,0.8,3.2,32.0,8.0,999.0,999.0,10.0,7.5,74.0,1.0,60.0,0.8,multiwin,0.0,44.0,,,0.0,0.0,,,0.0,999.0,0.0,0.0,0.0,,,,0.0,999.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,
s2009FIORDL01HAYE.fsp,"Fiordland, New Zealand",s2009FIORDL01HAYE,-45.7288,166.6181,24.1457,160.0,96.0,7.6,2.82e+20,27.109999999999904,32.270000000000195,139.9344449910754,0.6537612075949872,84.0,44.0,999.0,999.0,20.0,12.0,999.0,999.0,8.0,8.0,999.0,1.0,999.0,999.0,999,0.0,61.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009FIORDL02HAYE.fsp,"Fiordland, New Zealand",s2009FIORDL02HAYE,-45.76,166.56,12.0,120.0,55.0,7.82,7.06e+20,29.0,26.0,145.2585151619845,4.32,75.0,17.5,4.3,1.8,20.0,11.0,0.0,1.0,6.0,5.0,8.0,1.0,2.4,1.2,asymetriccosine,0.0,64.0,0.0,0.0,0.0,0.0,0.0,,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2009GULFOF01HAYE.fsp,Gulf of California,s2009GULFOF01HAYE,29.4094,-112.8066,9.1634,108.0,20.8,6.9,2.51e+19,137.84000000000012,74.87000000000012,171.8012661039224,0.3788630716915648,57.0,9.1,999.0,999.0,18.0,8.0,999.0,999.0,6.0,2.6,999.0,1.0,999.0,999.0,triangle,0.0,36.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009LAQUIL01CIRE.fsp,"L Aquila, Italy",s2009LAQUIL01CIRE,42.35,13.38,9.5,26.25,15.75,6.3,3.5e+18,133.0,54.0,-99.0,1.82,6.12,9.62,-99.0,-99.0,15.0,9.0,0.02,0.5,1.75,1.75,1.0,1.0,-99.0,0.0,reg_yoffe,14.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,
s2009LAQUIL01GALL.fsp,"L Aquila, Italy",s2009LAQUIL01GALL,42.339,13.381,8.8,20.0,15.0,6.18,2.4e+18,140.0,50.0,-90.0,0.373511125691,6.0,11.0,-99.0,-99.0,20.0,15.0,0.05,0.5,1.0,1.0,26.0,1.0,0.4,0.4,delta,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,
s2009LAQUIL01GUAL.fsp,"L Aquila, Italy",s2009LAQUIL01GUAL,42.3439,13.3784,8.639,30.0,24.0,6.3,3.13e+18,134.3294,48.4414,-113.30476449012431,0.0,10.0,11.5,999.0,999.0,15.0,12.0,999.0,999.0,2.0,2.0,999.0,1.0,86400.0,0.0,geodetic,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,,,,,,,,,,,
s2009LAQUIL01POIA.fsp,"L Aquila, Italy",s2009LAQUIL01POIA,42.348,13.38,8.2,24.0,16.0,6.3,3.1e+18,147.0,44.0,-146.5273871640151,1.0,6.0,10.0,999.0,2.2,6.0,4.0,0.01,0.5,4.0,4.0,4.0,1.0,2.0,1.0,triangle,0.0,34.0,0.0,,0.0,0.0,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,
s2009LAQUIL02CIRE.fsp,"L Aquila, Italy",s2009LAQUIL02CIRE,42.35,13.38,9.5,26.25,15.75,6.1,3.1e+18,133.0,54.0,-99.0,1.82,6.12,9.62,-99.0,-99.0,15.0,9.0,0.02,0.5,1.75,1.75,1.0,1.0,-99.0,0.0,reg_yoffe,14.0,0.0,0.0,0.0,36.0,4599.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.08,0.0,0.0,,,,,,,,,,,
s2009LAQUIL02POIA.fsp,"L Aquila, Italy",s2009LAQUIL02POIA,42.348,13.38,8.2,24.0,16.0,6.3,3.73e+18,140.0,46.0,-140.12618017760803,1.0,6.0,10.0,999.0,2.0,6.0,4.0,0.05,0.5,4.0,4.0,6.0,1.0,0.8,0.8,ramp,14.0,0.0,0.0,,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,
s2009LAQUIL03CIRE.fsp,"L Aquila, Italy",s2009LAQUIL03CIRE,42.35,13.38,9.5,26.25,15.75,6.1,3.1e+18,133.0,54.0,-99.0,1.82,6.12,9.62,-99.0,-99.0,15.0,9.0,0.02,0.5,1.75,1.75,1.0,1.0,-99.0,0.0,reg_yoffe,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2009LAQUIL04CIRE.fsp,"L Aquila, Italy",s2009LAQUIL04CIRE,42.35,13.38,9.5,26.25,15.75,6.1,3.1e+18,133.0,54.0,-99.0,1.82,6.12,9.62,-99.0,-99.0,15.0,9.0,0.0,0.0,1.75,1.75,1.0,1.0,-99.0,0.0,reg_yoffe,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,
s2009LAQUIL05CIRE.fsp,"L Aquila, Italy",s2009LAQUIL05CIRE,42.35,13.38,9.5,26.25,15.75,6.1,3.1e+18,133.0,54.0,-99.0,1.82,6.12,9.62,-99.0,-99.0,15.0,9.0,0.0,0.0,1.75,1.75,1.0,1.0,-99.0,0.0,reg_yoffe,0.0,0.0,0.0,0.0,0.0,4599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,,,,,,,,,,,
s2009OFFSHO01HAYE.fsp,Offshore Honduras,s2009OFFSHO01HAYE,16.7786,-86.1808,13.5155,180.0,36.0,7.3,1e+20,65.29999999999966,81.75,-25.86742135461152,-2.0715156203442584,107.5,15.75,999.0,999.0,36.0,8.0,999.0,999.0,5.0,4.5,999.0,1.0,999.0,999.0,999,0.0,45.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009PADANG01HAYE.fsp,"Padang, Indonesia",s2009PADANG01HAYE,-0.7982,99.8899,77.2545,65.0,69.6,7.6,2.82e+20,71.34000000000012,53.51000000000017,143.24760410343902,49.295911258280654,32.5,34.8,999.0,999.0,13.0,15.0,999.0,999.0,5.0,4.64,999.0,1.0,999.0,999.0,999,0.0,55.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009PADANG01SLAD.fsp,"Padang, Indonesia",s2009PADANG01SLAD,-0.789,99.961,80.0,54.0,45.0,7.6,2.82e+20,193.0,58.0,44.27072323138088,60.91887975960893,21.0,22.5,2.4,2.4,9.0,9.0,999.0,999.0,6.0,5.0,999.0,1.0,999.0,999.0,999,0.0,50.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009PADANG02HAYE.fsp,"Padang, Indonesia",s2009PADANG02HAYE,-0.8,99.9,78.0,65.0,69.5485519013604,7.46,2.06e+20,71.34,53.51,143.24760396964706,50.04,32.5,34.77,2.0,1.9,13.0,15.0,0.0,1.0,5.0,4.64,5.0,1.0,1.6,0.8,asymetriccosine,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2009PADANG02SLAD.fsp,"Padang, Indonesia",s2009PADANG02SLAD,-0.789,99.961,80.0,48.0,45.0,7.6,2.82e+20,72.0,51.0,122.4108936453705,70.28563509635757,27.0,12.5,2.4,2.4,8.0,9.0,999.0,999.0,6.0,5.0,999.0,1.0,999.0,999.0,999,0.0,50.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009PADANG03HAYE.fsp,"Padang, Indonesia",s2009PADANG03HAYE,-0.8,99.9,78.0,65.0,69.5485519013604,7.46,2.06e+20,189.54,57.43,42.82785682939155,48.69,32.5,34.77,2.0,1.7,13.0,15.0,0.0,1.0,5.0,4.64,5.0,1.0,1.6,0.8,asymetriccosine,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2009PAPUAx01HAYE.fsp,Papua,s2009PAPUAx01HAYE,-0.5021,132.77299,34.5993,120.0,96.0,7.6,2.82e+20,98.09999999999974,27.86999999999991,53.87534213217992,7.953698965388762,60.0,57.0,999.0,999.0,15.0,16.0,999.0,999.0,8.0,6.0,999.0,1.0,999.0,999.0,999,0.0,55.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009PAPUAx02HAYE.fsp,Papua,s2009PAPUAx02HAYE,-0.51,132.78,17.0,152.0,104.0,7.65,3.87e+20,94.0,28.0,49.67873003104361,0.21,76.0,35.75,1.7,1.3,19.0,16.0,0.0,1.0,8.0,6.5,5.0,1.0,1.2,0.6,asymetriccosine,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2009SAMOAx01HAYE.fsp,Samoa,s2009SAMOAx01HAYE,-15.6163,-172.3019,16.8571,180.0,49.08,8.0,1.12e+21,342.4500100000004,57.06000000000032,-73.07365834944528,4.855153274325873,112.5,14.31,999.0,999.0,36.0,12.0,999.0,999.0,5.0,4.09,999.0,1.0,999.0,999.0,999,0.0,67.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009VANUAT01HAYE.fsp,Vanuatu,s2009VANUAT01HAYE,-13.0675,166.1794,39.2219,200.0,160.0,7.8,5.62e+20,346.0,33.0,49.43200690077422,3.820404824924864,105.0,65.0,999.0,999.0,20.0,16.0,999.0,999.0,10.0,10.0,999.0,1.0,999.0,999.0,999,0.0,53.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009VANUAT01SLAD.fsp,Vanuatu,s2009VANUAT01SLAD,-13.0642,166.19,35.0,91.0,60.0,7.6,2.82e+20,346.0,40.0,61.4196042824274,20.53723097578365,24.5,22.5,999.0,999.0,13.0,12.0,999.0,999.0,7.0,5.0,999.0,1.0,999.0,999.0,999,0.0,25.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2009VANUAT02HAYE.fsp,Vanuatu Islands,s2009VANUAT02HAYE,-13.01,166.51,45.0,136.0,118.08,7.6,3.3e+20,343.58,46.0,88.27061170230103,0.17,60.0,62.32,4.1,1.9,17.0,18.0,0.0,1.0,8.0,6.56,5.0,1.0,3.2,1.6,asymetriccosine,0.0,48.0,0.0,0.0,0.0,0.0,0.0,,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010BONINI01HAYE.fsp,Bonin Islands,s2010BONINI01HAYE,26.8537,143.6651,17.7768,110.0,42.0,7.4,1.41e+20,116.31999999999977,40.3500000000002,-125.92545194997156,5.313353598066041,52.5,19.25,999.0,999.0,22.0,12.0,999.0,999.0,5.0,3.5,999.0,1.0,999.0,999.0,999,0.0,121.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010BONINI02HAYE.fsp,"Bonin Islands, Japan Region",s2010BONINI02HAYE,26.8656,143.7392,14.0,110.0,42.0,7.37,1.5e+20,116.32,40.35,-124.35779539962842,6.06,57.5,12.25,2.0,1.4,22.0,12.0,0.0,1.0,5.0,3.5,5.0,1.0,1.6,0.8,asymetriccosine,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010DARFIE01HAYE.fsp,"Darfield, South Island New Zealand",s2010DARFIE01HAYE,-43.6148,172.0386,10.8395,80.0,26.0,7.02,3.8e+19,85.13999999999959,82.20999999999935,153.65302017196365,-0.0589715122172214,36.25,11.0,999.0,999.0,32.0,13.0,999.0,999.0,2.5,2.0,999.0,1.0,999.0,999.0,999,0.0,132.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010ELMAYO01MEND.fsp,"El Mayor-Cucapah, Mexico",s2010ELMAYO01MEND,32.3,-115.3,10.0,120.0,16.0,7.35,1.2e+20,313.0,88.0,-174.0,2.0,60.0,8.0,5.0,2.5,30.0,4.0,0.0,0.0,4.0,4.0,5.0,1.0,0.0,0.0,boxcar,0.0,26.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010HAITIx01CALA.fsp,Haiti,s2010HAITIx01CALA,18.5075889702,-72.637450411,12.9284480674,50.0,24.0,7.1,5.04e+19,257.92737678,59.9879662154,31.5923681677,0.0,25.65,14.93,0.0,0.0,25.0,12.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,geodetic,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,,,,,,,,,,,
s2010HAITIx01SLAD.fsp,Haiti,s2010HAITIx01SLAD,18.5,-72.53,11.0,45.0,22.5,7.0,3.55e+19,262.0,70.0,34.9454394640309,0.4284542240176143,10.5,11.25,999.0,999.0,15.0,9.0,999.0,999.0,3.0,2.5,999.0,1.0,999.0,999.0,999,0.0,37.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010HAITIx02HAYE.fsp,Haiti,s2010HAITIx02HAYE,18.5064,-72.5323,12.2169,54.0,25.0,7.0,3.55e+19,264.0,70.0,45.071997347144254,-0.7038157759823856,10.5,13.75,999.0,999.0,18.0,10.0,999.0,999.0,3.0,2.5,999.0,1.0,999.0,999.0,999,0.0,45.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010MAULEC01DELO.fsp,"Maule, Chile",s2010MAULEC01DELO,-36.208,-72.963,31.639,720.0,280.0,8.8,1.78e+22,15.0,18.0,109.32913240492378,0.7380000000000004,299.06,95.36,999.0,999.0,18.0,7.0,999.0,999.0,40.0,40.0,3.0,1.0,12.0,999.0,isosceles-triangular,0.0,24.0,,,40.0,,,0.0,0.0,999.0,999.0,0.0,0.0,999.0,0.0,,0.0,5003.8,999.0,0.0,0.0,999.0,0.0,,,,,1172.0,,,,,,0.0,0.0
s2010MAULEC01HAYE.fsp,"Maule, Chile",s2010MAULEC01HAYE,-35.8765,-72.7746,33.7639,540.0,200.0,8.77,1.6e+22,17.5,18.0,109.7294398062574,-0.227969943749474,255.0,110.0,999.0,999.0,18.0,10.0,999.0,999.0,30.0,20.0,999.0,1.0,999.0,999.0,999,0.0,77.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010MAULEC01LUTT.fsp,"Maule, Chile",s2010MAULEC01LUTT,-36.0,-73.0,20.33542045243876,680.0,256.1,8.8,1.78e+22,16.80000000000012,15.0,180.0,0.0,335.81,78.57,999.0,999.0,34.0,13.0,999.0,999.0,20.0,19.7,999.0,1.0,999.0,999.0,Not-Applicable,0.0,0.0,,,22.0,,,0.0,0.0,0.0,999.0,0.0,0.0,999.0,0.0,,0.0,0.0,999.0,0.0,0.0,999.0,0.0,,,,,999.0,,,,,,0.0,0.0
