filename,Event,EventTAG,LAT,LON,DEP,LEN_f,WID,Mw,Mo,STRK,DIP,RAKE,Htop,HypX,HypZ,avTr,avVr,Nx,Nz,Fmin,Fmax,Dx,Dz,Ntw,Nsg,LEN_inv,SHF,SVF,SGM-Data,TELE-Data,TRIL-Data,LEVEL-Data,GPS-Data,INSAR-Data,SURF-Data,OTHER-Data,SGM-PHImx,TELE-PHImx,TRIL-PHImx,LEVEL-PHImx,GPS-PHImx,INSAR-PHImx,SURF-PHImx,OTHER-PHImx,SGM-Rmin,TELE-Rmin,TRIL-Rmin,LEVEL-Rmin,GPS-Rmin,INSAR-Rmin,SURF-Rmin,OTHER-Rmin,BBR-Data,HR-GPS-Data,Hr-GPS-Data,InSAR-Data,Other-Data,SAT-Data,SPOT-Data,hr-GPS-Data,inSAR-Data,level-Data,tril-Data
s2010MAULEC01POLL.fsp,"Maule, Chile",s2010MAULEC01POLL,-35.917,-72.886,20.12,650.0,180.0,8.8,1.97e+22,17.0,18.0,90.0,0.0,332.24,64.49,999.0,999.0,126.0,42.0,999.0,999.0,5.16,4.29,999.0,1.0,999.0,999.0,not-applicable,0.0,0.0,0.0,0.0,999.0,999.0,,0.0,0.0,0.0,999.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,999.0,0.0,0.0,,,,,0.0,,,,,,
s2010MAULEC01SHAO.fsp,"Maule, Chile",s2010MAULEC01SHAO,-35.85,-72.72,37.0,600.0,187.0,8.9,2.51e+22,17.5,18.0,113.17976029102148,2.853655547812947,285.0,110.5,90.3,999.0,20.0,11.0,999.0,999.0,30.0,17.0,999.0,1.0,999.0,999.0,999,0.0,70.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010MAULEC01SLAD.fsp,"Maule, Chile",s2010MAULEC01SLAD,-35.846,-72.719,35.0,570.0,180.0,8.76,1.74e+22,18.0,18.0,108.59482904575616,9.7636,255.0,82.5,999.0,999.0,19.0,12.0,999.0,999.0,30.0,15.0,10.0,1.0,10.0,999.0,half,0.0,24.0,0.0,,0.0,0.0,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
s2010NORTHE01HAYE.fsp,Northern Sumatra,s2010NORTHE01HAYE,2.3384,97.1331,30.6424,240.0,216.0,7.8,5.62e+20,312.7000100000004,12.039999999999967,90.0944972537132,9.36573290433838,114.0,102.0,999.0,999.0,20.0,18.0,999.0,999.0,12.0,12.0,999.0,1.0,999.0,999.0,999,0.0,131.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010NORTHE02HAYE.fsp,Northern Sumatra,s2010NORTHE02HAYE,3.7137,96.0833,44.6388,90.0,90.0,7.2,7.08e+19,305.41000000000173,17.519999999999985,75.90049561507247,31.09198392641224,45.0,45.0,999.0,999.0,15.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,129.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010NORTHE03HAYE.fsp,"Northern Sumatra, Indonesia",s2010NORTHE03HAYE,2.36,97.132,31.0,240.0,216.0,7.81,6.84e+20,312.7,12.04,90.09449731327854,9.72,114.0,102.0,4.4,2.1,20.0,18.0,0.0,1.0,12.0,12.0,8.0,1.0,2.4,1.2,asymetriccosine,0.0,66.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010NORTHE04HAYE.fsp,"Northern Sumatra, Indonesia",s2010NORTHE04HAYE,3.75,96.02,38.0,95.0,63.0,7.24,9.5e+19,304.0,18.0,86.6087532830327,28.26,47.5,31.5,2.1,1.4,19.0,15.0,0.0,1.0,5.0,4.2,5.0,1.0,1.6,0.8,asymetriccosine,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010SUMATR01HAYE.fsp,sumatra,s2010SUMATR01HAYE,-3.5003,100.0793,17.436,375.0,196.0,7.7,3.98e+20,325.0,11.61999999999992,101.48053343473342,1.9266610839067189,157.5,77.0,999.0,999.0,25.0,14.0,999.0,999.0,15.0,14.0,999.0,1.0,999.0,999.0,999,0.0,95.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010SUMATR02HAYE.fsp,Sumatra,s2010SUMATR02HAYE,-3.464,100.084,15.0,225.0,140.0,7.76,5.67e+20,325.0,11.62,101.83336530006912,5.93,82.5,45.0,5.1,1.5,15.0,14.0,0.0,1.0,15.0,10.0,5.0,1.0,3.8,1.9,asymetriccosine,0.0,47.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010VANUAT01HAYE.fsp,Vanuatu,s2010VANUAT01HAYE,-19.7685,167.892,15.1739,90.0,42.0,7.3,1e+20,149.7000000000005,45.07999999999994,-105.5715051290396,4.021436551898908,47.5,15.75,999.0,999.0,18.0,12.0,999.0,999.0,5.0,3.5,999.0,1.0,999.0,999.0,999,0.0,67.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2010VANUAT02HAYE.fsp,Vanuatu Islands,s2010VANUAT02HAYE,-17.54,168.07,25.0,80.0,75.0,7.26,1.02e+20,345.0,33.0,121.50623252344184,4.57,37.5,37.5,2.2,1.2,16.0,15.0,0.0,1.0,5.0,5.0,5.0,1.0,1.6,0.8,asymetriccosine,0.0,44.0,0.0,0.0,0.0,0.0,0.0,,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2010VANUAT03HAYE.fsp,Vanuatu Islands Region,s2010VANUAT03HAYE,-19.7,167.94,16.0,115.0,45.6,7.29,1.14e+20,150.0,49.0,-115.52643846337138,3.09,57.5,17.1,2.1,1.2,23.0,12.0,0.0,1.0,5.0,3.8,5.0,1.0,1.6,0.8,asymetriccosine,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2011HONSHU01SHAO.fsp,"Honshu, Japan (Model 1)",s2011HONSHU01SHAO,38.322,142.369,24.0,500.0,200.0,9.1,5.01e+22,198.0,10.0,74.01697331533923,4.898718223330697,212.5,110.0,999.0,999.0,20.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,78.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011HONSHU02SHAO.fsp,"Honshu, Japan (Model 1 update)",s2011HONSHU02SHAO,38.322,142.369,24.0,500.0,200.0,9.09,4.84e+22,198.0,10.0,72.21199961204049,4.898718223330697,212.5,110.0,999.0,999.0,20.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,75.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011HONSHU03SHAO.fsp,"Honshu, Japan (Model 1 update)",s2011HONSHU03SHAO,38.1,142.86,23.0,475.0,200.0,9.1,5.01e+22,198.0,10.0,67.89465263464662,7.371618223330697,212.5,90.0,999.0,999.0,19.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,103.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011HONSHU04SHAO.fsp,"Honshu, Japan (Model 3)",s2011HONSHU04SHAO,38.1,142.86,23.0,475.0,200.0,9.1,5.01e+22,198.0,10.0,67.77541760460169,7.371618223330697,212.5,90.0,999.0,999.0,19.0,10.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,Asymetriccosine,0.0,107.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011IBARAK01KUBO.fsp,Ibaraki-Oki (Japan),s2011IBARAK01KUBO,36.1208,141.2525,25.0,120.0,120.0,7.86,7.82e+20,206.0,10.0,90.0,13.71,55.0,65.0,16.0,2.2,12.0,12.0,0.02,0.2,10.0,10.0,7.0,1.0,4.0,2.0,smoothed,17.0,0.0,0.0,0.0,83.0,0.0,0.0,,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,,,,,0.0,,,,,,
s2011KERMAD01HAYE.fsp,Kermadec Islands,s2011KERMAD01HAYE,-29.2967,-176.19949,19.0481,216.0,72.0,7.3,1e+20,169.64998999999972,52.489999999999874,-99.8073674589938,2.389958762113928,108.0,21.0,999.0,999.0,27.0,12.0,999.0,999.0,8.0,6.0,999.0,1.0,999.0,999.0,999,0.0,56.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011KERMAD02HAYE.fsp,Kermadec Islands,s2011KERMAD02HAYE,-28.9326,-176.03461,32.1022,90.0,90.0,7.4,1.41e+20,196.08000000000104,48.43000000000016,69.0754582424039,2.924563143215585,45.0,39.0,999.0,999.0,15.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,55.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011KERMAD03HAYE.fsp,Kermadec Islands Region,s2011KERMAD03HAYE,-28.99,-176.24,45.0,60.0,65.8,7.37,1.51e+20,206.0,40.0,85.10018139188473,28.38,33.0,25.85,2.1,1.7,10.0,14.0,0.0,1.0,6.0,4.7,5.0,1.0,1.6,0.8,asymetriccosine,0.0,55.0,0.0,0.0,0.0,0.0,0.0,,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2011KERMAD04HAYE.fsp,Kermadec Islands Region,s2011KERMAD04HAYE,-29.312,-176.204,20.0,216.0,72.0,7.55,2.78e+20,169.65,52.49,-99.80736704712125,3.34,108.0,21.0,2.5,1.3,27.0,12.0,0.0,1.0,8.0,6.0,5.0,1.0,2.0,1.0,asymetriccosine,0.0,27.0,0.0,0.0,0.0,0.0,0.0,,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2011LORCAx01LOPE.fsp,Lorca-Foreshock,s2011LORCAx01LOPE,37.722,-1.699,5.1,3.25,3.25,4.6,9600000000000000.0,247.0,46.0,40.0,4.02,1.62,1.62,0.1,2.8,13.0,13.0,0.0,15.0,0.25,0.25,999.0,1.0,999.0,999.0,EGF,,0.0,0.0,0.0,0.0,0.0,0.0,,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,0.0,,,,,,
s2011LORCAx02LOPE.fsp,Lorca-Mainshock,s2011LORCAx02LOPE,37.727,-1.686,4.6,5.1,5.1,5.2,6.5e+16,240.0,54.0,44.0,2.65,2.55,2.55,0.2,3.2,17.0,17.0,0.0,15.0,0.3,0.3,999.0,1.0,999.0,999.0,EGF,,0.0,0.0,0.0,0.0,0.0,0.0,,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,0.0,,,,,,
s2011OFFSHO01HAYE.fsp,"Offshore Honshu, Japan",s2011OFFSHO01HAYE,38.4487,142.85741,20.7217,126.0,126.0,7.3,1e+20,193.0,12.5,80.72980433153063,6.112021737278537,67.5,67.5,999.0,999.0,14.0,14.0,999.0,999.0,9.0,9.0,999.0,1.0,999.0,999.0,999,0.0,107.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011PAKIST01HAYE.fsp,Pakistan,s2011PAKIST01HAYE,28.8423,63.9578,66.7962,60.0,60.0,7.2,7.08e+19,215.78999,64.54000000000023,-108.1094464104358,32.48652876436975,32.5,38.0,999.0,999.0,12.0,15.0,999.0,999.0,5.0,4.0,999.0,1.0,999.0,999.0,999,0.0,33.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011PAKIST02HAYE.fsp,Pakistan,s2011PAKIST02HAYE,28.8453,63.9338,67.3127,60.0,60.0,7.2,7.08e+19,73.4699999999998,31.03,-55.79259282430881,47.72422636792326,32.5,38.0,999.0,999.0,12.0,15.0,999.0,999.0,5.0,4.0,999.0,1.0,999.0,999.0,999,0.0,33.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011SIKKIM01SUNI.fsp,Sikkim,s2011SIKKIM01SUNI,27.8,88.15,45.0,45.0,45.0,6.9,2.79e+19,218.0,76.0,-12.15112075649921,23.16834615879008,22.5,22.5,999.0,1.7,9.0,9.0,999.0,999.0,5.0,5.0,8.0,1.0,1.5,999.0,Traingles,0.0,64.0,,,0.0,,,,0.0,-999.0,0.0,0.0,0.0,0.0,,,0.0,-999.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,
s2011TOHOKU01AMMO.fsp,"Tohoku, Japan",s2011TOHOKU01AMMO,38.3,142.34,28.039774447884184,600.0,210.0,9.0,3.9e+22,202.0,12.0,78.49914454775279,1.0000000000000002,184.57,130.05,999.0,999.0,40.0,14.0,999.0,999.0,15.0,15.0,999.0,1.0,40.0,4.0,half-cosine,0.0,999.0,,,999.0,,,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011TOHOKU01HAYE.fsp,"Tohoku-Oki,Japan",s2011TOHOKU01HAYE,38.3509,142.45621,28.8183,625.0,260.0,9.05,4.22e+22,194.4299899999987,10.21000000000003,87.52749171104938,5.774934878400159,287.5,130.0,999.0,999.0,25.0,13.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,999,0.0,116.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011TOHOKU01IDEx.fsp,"Tohoku, Japan",s2011TOHOKU01IDEx,38.1,142.85,24.96,445.0,240.1,9.0,3.55e+22,189.78209999998776,15.317799999998895,999.0,2.648,201.73,84.46,999.0,999.0,89.0,49.0,999.0,999.0,5.0,4.9,15.0,1.0,160.0,5.0,not-applicable,0.0,50.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,
s2011TOHOKU01LAYx.fsp,"Tohoku, Japan",s2011TOHOKU01LAYx,38.147,142.915,17.0,380.0,200.0,9.0,3.55e+22,202.0,10.0,68.1985905136482,1.3716182233306966,170.0,90.0,999.0,999.0,19.0,10.0,999.0,999.0,20.0,20.0,999.0,1.0,32.0,4.0,symm-triangles,0.0,999.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011TOHOKU01WEIx.fsp,"Tohoku-oki, Japan",s2011TOHOKU01WEIx,38.0373,142.842,20.3743,525.0,240.0,9.0,3.55e+22,201.0,9.0,86.15184344822657,3.166475349597691,262.5,110.0,999.0,999.0,21.0,12.0,999.0,999.0,25.0,20.0,999.0,1.0,999.0,999.0,999,0.0,38.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011TOHOKU01YAGI.fsp,"Tohoku-Oki, Japan",s2011TOHOKU01YAGI,38.103,142.86,22.0,500.0,200.0,9.11,5.75e+22,200.0,12.0,84.64097990899849,5.37,190.0,80.0,1.2,2.8,25.0,10.0,0.0,0.38,20.0,20.0,84.0,1.0,102.0,1.2,multiwin,0.0,51.0,,,0.0,0.0,,,0.0,999.0,0.0,0.0,0.0,,,,0.0,999.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,
s2011TOHOKU01YAMA.fsp,"Tohoku, Japan",s2011TOHOKU01YAMA,38.107,142.916,18.3418,340.0,200.0,9.0,3.55e+22,192.0,12.0,91.62815554272672,-0.370316908177593,190.0,110.0,999.0,999.0,17.0,10.0,999.0,999.0,20.0,20.0,999.0,1.0,999.0,999.0,999,0.0,999.0,,,0.0,,,11.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,,0.0,999.0,0.0,0.0,0.0,0.0,999.0,,,,,0.0,,,,,,0.0,0.0
s2011TOHOKU02WEIx.fsp,"Tohoku-Oki, Japan",s2011TOHOKU02WEIx,38.1,142.8,21.0,625.0,280.0,9.12,6e+22,201.0,9.0,89.10864977516877,5.3566,312.5,110.0,999.0,999.0,25.0,14.0,999.0,999.0,25.0,20.0,6.0,1.0,30.0,999.0,halfcosine,0.0,58.0,,0.0,999.0,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
s2011TOHOKU03WEIx.fsp,"Tohoku-Oki, Japan",s2011TOHOKU03WEIx,38.19,142.68,21.0,525.0,260.0,9.09,5.5e+22,201.0,10.0,80.46349371978029,2.7669,212.5,110.0,999.0,999.0,21.0,13.0,999.0,999.0,25.0,20.0,8.0,1.0,23.0,999.0,halfcosine,14.0,0.0,,0.0,300.0,0.0,,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,,999.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
s2011VANTUR01ALTI.fsp,"Van, Turkey",s2011VANTUR01ALTI,38.7511,43.4698,15.18,80.001,50.72,7.2,7.08e+19,241.32,51.0,29.954377992192544,1.6421,35.0,17.42,0.0,0.0,27.0,16.0,0.0,0.0,2.96,3.17,999.0,1.0,0.0,0.0,na,0.0,0.0,,0.0,14.0,,,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,,0.0,0.0,0.0,999.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,
s2011VANTUR01HAYE.fsp,"Van, Turkey",s2011VANTUR01HAYE,38.7511,43.4698,15.1795,75.0,50.72,7.1,5.01e+19,241.3200100000012,50.94000000000005,54.3606878872219,-0.8204311226090203,37.5,20.61,999.0,999.0,15.0,16.0,999.0,999.0,5.0,3.17,999.0,1.0,999.0,999.0,999,0.0,150.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011VANTUR01KONC.fsp,"Van,Turkey",s2011VANTUR01KONC,38.691,43.497,19.0,95.0,40.0,7.1,5.01e+19,259.0,42.5,75.31012383920307,2.9362,38.75,23.75,3.0,3.0,38.0,16.0,0.02,0.33,2.5,2.5,999.0,1.0,999.0,999.0,999,2.0,29.0,,,15.0,,,0.0,999.0,30.0,999.0,999.0,0.0,0.0,0.0,,100.0,999.0,999.0,999.0,0.0,0.0,0.0,,,,1.0,0.0,,,0.0,,,,
s2011VANTUR01SHAO.fsp,"Van, Turkey",s2011VANTUR01SHAO,38.628,43.486,20.0,45.0,45.0,7.13,5.56e+19,248.0,45.0,65.19268230259998,0.5545330470336312,17.5,27.5,999.0,999.0,9.0,9.0,999.0,999.0,5.0,5.0,999.0,1.0,999.0,999.0,999,0.0,99.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011VANTUR01UTKU.fsp,"Van, Turkey",s2011VANTUR01UTKU,38.73,43.43,16.0,70.0,35.0,7.1,4.59e+19,255.0,50.0,73.0,2.5942,35.0,17.5,0.0,3.3,70.0,35.0,0.01,1.0,1.0,1.0,8.0,1.0,1.0,1.0,iso-traingle,0.0,999.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,,0.0,0.0,0.0,999.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,
s2011VANUAT01HAYE.fsp,Vanuatu,s2011VANUAT01HAYE,-18.2714,168.0602,31.4291,102.0,90.0,7.3,1e+20,353.14001000000155,28.409999999999908,111.18477851431224,7.16436681160832,51.0,51.0,999.0,999.0,17.0,15.0,999.0,999.0,6.0,6.0,999.0,1.0,999.0,999.0,999,0.0,65.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2011VANUAT02HAYE.fsp,Vanuatu Islands,s2011VANUAT02HAYE,-18.36,168.14,32.0,70.0,65.0,7.12,6.37e+19,334.0,29.0,92.3317026580991,16.24,37.5,32.5,2.1,1.4,14.0,13.0,0.0,1.0,5.0,5.0,5.0,1.0,1.6,0.8,asymetriccosine,0.0,68.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2012BRAWLE01WEIx.fsp,Brawley Swarm,s2012BRAWLE01WEIx,33.019,-115.537,6.4,12.75,10.5,5.45,1.9e+17,239.0,85.0,-3.0223085864188017,0.12,3.38,6.38,999.0,999.0,17.0,14.0,999.0,999.0,0.75,0.75,12.0,1.0,1.04,999.0,half,6.0,0.0,,0.0,4.0,0.0,,0.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,0.0,999.0,999.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
s2012BRAWLE02WEIx.fsp,Brawley Smwarm,s2012BRAWLE02WEIx,33.0152,-115.548,4.9,12.0,9.75,5.38,1.5e+17,239.0,85.0,-2.5103711670018214,0.0,3.38,4.88,999.0,999.0,16.0,13.0,999.0,999.0,0.75,0.75,12.0,1.0,0.6,999.0,half,8.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,
s2012COSTAR01HAYE.fsp,Costa Rica,s2012COSTAR01HAYE,10.1017,-85.3446,39.3238,150.0,120.0,7.57,2.54e+20,307.0,25.0,97.4408098292055,10.585726953037202,75.0,68.0,999.0,999.0,15.0,15.0,999.0,999.0,10.0,8.0,999.0,1.0,999.0,999.0,999,0.0,33.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2012COSTAR01LIUx.fsp,Costa Rica,s2012COSTAR01LIUx,9.76,-85.56,13.1,168.0,112.0,7.6,3.46e+20,307.0,21.0,98.50718586440976,1.812,85.62,31.53,999.0,999.0,21.0,16.0,0.0,1.0,8.0,7.0,1.0,1.0,999.0,999.0,unknown,6.0,50.0,,,39.0,,,0.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,,999.0,999.0,999.0,999.0,0.0,0.0,0.0,,,,,0.0,,,,8.0,,0.0,
s2012EASTOF01HAYE.fsp,"East of Sulangan, Philippines",s2012EASTOF01HAYE,10.816,126.6725,34.0401,128.0,90.0,7.59,2.72e+20,345.75,45.77000000000027,56.15499061465636,1.7955635761989006,68.0,45.0,999.0,999.0,16.0,15.0,999.0,999.0,8.0,6.0,999.0,1.0,999.0,999.0,999,0.0,67.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2012MASSET01HAYE.fsp,"Masset,Canada",s2012MASSET01HAYE,52.742,-132.131,15.0,252.0,82.0,7.83,7.33e+20,323.0,30.0,125.31871456131998,0.65,133.0,28.7,4.0,1.9,18.0,10.0,0.0,1.0,14.0,8.2,5.0,1.0,3.0,1.5,asymetriccosine,0.0,138.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.83,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
s2012MASSET01LAYx.fsp,"Masset, Canada",s2012MASSET01LAYx,52.7881,-132.1011,15.85,144.0,54.0,7.82,6.74e+20,320.0,18.5,109.34668630550956,2.999,85.6,42.52,999.0,999.0,16.0,6.0,999.0,999.0,9.0,9.0,8.0,1.0,2.0,2.0,symm.traingles,0.0,83.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,
s2012MASSET01SHAO.fsp,"Masset, Canada",s2012MASSET01SHAO,52.769,-131.927,17.0,144.0,60.0,7.72,4.27e+20,325.0,29.0,111.50797443993008,4.879751898768315,66.0,25.0,999.0,999.0,12.0,6.0,999.0,999.0,12.0,10.0,999.0,1.0,999.0,999.0,999,0.0,113.0,,,0.0,,,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,0.0,999.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,0.0
s2012MASSET01WEIx.fsp,"Masset,Canada",s2012MASSET01WEIx,52.769,-131.927,17.0,210.0,90.0,7.83,7e+20,319.0,29.0,112.30035406512638,1.2437,105.0,35.0,999.0,999.0,21.0,9.0,999.0,999.0,10.0,10.0,6.0,1.0,11.0,999.0,halfcosine,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,
