filename,DEPTH,P-VEL,S-VEL,DENS,QP,QS,number_of_layers
s2016SOUTHG01HAYE.fsp,4.74,5.0,2.5,2.6,1000.0,500.0,7
s2016SOUTHG01HAYE.fsp,6.44,6.6,3.65,2.9,1000.0,500.0,7
s2016SOUTHG01HAYE.fsp,8.74,7.1,3.9,3.05,1000.0,500.0,7
s2016SOUTHG01HAYE.fsp,11.24,8.08,4.47,3.38,1200.0,500.0,7
s2016SOUTHG01HAYE.fsp,207.24,8.59,4.66,3.45,360.0,140.0,7
s2016SOUTHS01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016SOUTHS01HAYE.fsp,2.34,1.8,0.8,1.7,1000.0,500.0,7
s2016SOUTHS01HAYE.fsp,2.41,5.0,2.5,2.6,1000.0,500.0,7
s2016SOUTHS01HAYE.fsp,4.11,6.6,3.65,2.9,1000.0,500.0,7
s2016SOUTHS01HAYE.fsp,6.41,7.1,3.9,3.05,1000.0,500.0,7
s2016SOUTHS01HAYE.fsp,8.91,8.08,4.47,3.38,1200.0,500.0,7
s2016SOUTHS01HAYE.fsp,204.91,8.59,4.66,3.45,360.0,140.0,7
s2016SOUTHW01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016SOUTHW01HAYE.fsp,4.91,1.8,0.8,1.7,1000.0,500.0,7
s2016SOUTHW01HAYE.fsp,4.98,5.0,2.5,2.6,1000.0,500.0,7
s2016SOUTHW01HAYE.fsp,6.68,6.6,3.65,2.9,1000.0,500.0,7
s2016SOUTHW01HAYE.fsp,8.98,7.1,3.9,3.05,1000.0,500.0,7
s2016SOUTHW01HAYE.fsp,11.48,8.08,4.47,3.38,1200.0,500.0,7
s2016SOUTHW01HAYE.fsp,207.48,8.59,4.66,3.45,360.0,140.0,7
s2016SOUTHW02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016SOUTHW02HAYE.fsp,4.91,1.8,0.8,1.7,1000.0,500.0,7
s2016SOUTHW02HAYE.fsp,4.98,5.0,2.5,2.6,1000.0,500.0,7
s2016SOUTHW02HAYE.fsp,6.68,6.6,3.65,2.9,1000.0,500.0,7
s2016SOUTHW02HAYE.fsp,8.98,7.1,3.9,3.05,1000.0,500.0,7
s2016SOUTHW02HAYE.fsp,11.48,8.08,4.47,3.38,1200.0,500.0,7
s2016SOUTHW02HAYE.fsp,207.48,8.59,4.66,3.45,360.0,140.0,7
s2016USSITA01PIZZ.fsp,0.0,3.0,1.7,2.5,200.0,100.0,6
s2016USSITA01PIZZ.fsp,1.0,4.83,2.6,2.84,400.0,200.0,6
s2016USSITA01PIZZ.fsp,2.0,5.76,3.1,2.94,400.0,200.0,6
s2016USSITA01PIZZ.fsp,5.0,6.51,3.5,3.15,400.0,200.0,6
s2016USSITA01PIZZ.fsp,27.0,7.0,3.8,3.26,600.0,300.0,6
s2016USSITA01PIZZ.fsp,42.0,7.8,4.2,3.5,800.0,400.0,6
s2016VANUAT01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2016VANUAT01HAYE.fsp,3.55,1.8,0.8,1.7,1000.0,500.0,7
s2016VANUAT01HAYE.fsp,3.65,5.0,2.5,2.6,1000.0,500.0,7
s2016VANUAT01HAYE.fsp,6.35,6.6,3.65,2.9,1000.0,500.0,7
s2016VANUAT01HAYE.fsp,9.65,7.1,3.9,3.05,1000.0,500.0,7
s2016VANUAT01HAYE.fsp,14.15,8.08,4.47,3.38,1200.0,500.0,7
s2016VANUAT01HAYE.fsp,210.15,8.59,4.66,3.45,360.0,140.0,7
s2017SOLOMO01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2017SOLOMO01HAYE.fsp,2.92,2.2,1.1,2.2,1000.0,500.0,8
s2017SOLOMO01HAYE.fsp,3.92,5.0,2.5,2.6,1000.0,500.0,8
s2017SOLOMO01HAYE.fsp,6.62,6.6,3.65,2.9,1000.0,500.0,8
s2017SOLOMO01HAYE.fsp,9.92,7.1,3.9,3.05,1000.0,500.0,8
s2017SOLOMO01HAYE.fsp,14.42,8.08,4.47,3.38,1200.0,500.0,8
s2017SOLOMO01HAYE.fsp,210.42,8.59,4.66,3.45,360.0,140.0,8
s2017SOLOMO01HAYE.fsp,246.42,8.73,4.71,3.49,370.0,140.0,8
s2017SOLOMO02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2017SOLOMO02HAYE.fsp,2.92,2.2,1.1,2.2,1000.0,500.0,8
s2017SOLOMO02HAYE.fsp,3.92,5.0,2.5,2.6,1000.0,500.0,8
s2017SOLOMO02HAYE.fsp,6.62,6.6,3.65,2.9,1000.0,500.0,8
s2017SOLOMO02HAYE.fsp,9.92,7.1,3.9,3.05,1000.0,500.0,8
s2017SOLOMO02HAYE.fsp,14.42,8.08,4.47,3.38,1200.0,500.0,8
s2017SOLOMO02HAYE.fsp,210.42,8.59,4.66,3.45,360.0,140.0,8
s2017SOLOMO02HAYE.fsp,246.42,8.73,4.71,3.49,370.0,140.0,8
s2018IBURIH02KOBA.fsp,0.0,2.0,0.6,2.0,204.0,120.0,10
s2018IBURIH02KOBA.fsp,0.27,2.4,1.0,2.15,340.0,200.0,10
s2018IBURIH02KOBA.fsp,0.67,3.0,1.5,2.25,510.0,300.0,10
s2018IBURIH02KOBA.fsp,1.14,3.2,1.7,2.3,578.0,340.0,10
s2018IBURIH02KOBA.fsp,1.98,3.5,2.0,2.35,680.0,400.0,10
s2018IBURIH02KOBA.fsp,2.9,5.0,2.9,2.6,680.0,400.0,10
s2018IBURIH02KOBA.fsp,4.46,5.5,3.2,2.65,680.0,400.0,10
s2018IBURIH02KOBA.fsp,7.65,5.8,3.4,2.7,680.0,400.0,10
s2018IBURIH02KOBA.fsp,17.7,6.4,3.8,2.8,680.0,400.0,10
s2018IBURIH02KOBA.fsp,32.64,7.5,4.5,3.2,850.0,500.0,10
s2020ELAZIĞ01GALL.fsp,0.0,4.85,2.78,2.67,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,2.0,5.72,3.28,2.84,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,8.0,5.77,3.31,2.85,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,12.0,5.84,3.36,2.87,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,16.0,6.08,3.52,2.92,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,20.0,6.19,3.57,2.94,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,24.0,6.28,3.61,2.96,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,28.0,6.4,3.68,2.98,300.0,150.0,12
s2020ELAZIĞ01GALL.fsp,32.0,7.4,4.18,3.18,1000.0,500.0,12
s2020ELAZIĞ01GALL.fsp,34.0,7.55,4.34,3.21,1000.0,500.0,12
s2020ELAZIĞ01GALL.fsp,38.0,7.84,4.38,3.27,1000.0,500.0,12
s2020ELAZIĞ01GALL.fsp,42.0,7.95,4.52,3.29,1000.0,500.0,12
s2020SAMOSx01PLIC.fsp,0.0,2.31,1.3,2.5,300.0,150.0,6
s2020SAMOSx01PLIC.fsp,1.0,4.27,2.4,2.9,300.0,150.0,6
s2020SAMOSx01PLIC.fsp,2.0,5.52,3.1,3.0,300.0,150.0,6
s2020SAMOSx01PLIC.fsp,5.0,6.23,3.5,3.3,300.0,150.0,6
s2020SAMOSx01PLIC.fsp,16.0,6.41,3.6,3.4,300.0,150.0,6
s2020SAMOSx01PLIC.fsp,33.0,8.37,4.7,3.4,1000.0,1000.0,6
