filename,DEPTH,P-VEL,S-VEL,DENS,QP,QS,number_of_layers
s2004PARKFI01CUST.fsp,3.6,5.3,3.1,2.5,500.0,300.0,9
s2004PARKFI01CUST.fsp,7.6,5.8,3.3,2.7,550.0,300.0,9
s2004PARKFI01CUST.fsp,13.3,6.2,3.8,2.8,600.0,350.0,9
s2004PARKFI01CUST.fsp,19.5,6.2,3.8,2.8,600.0,350.0,9
s2004PARKFI01CUST.fsp,23.6,7.0,4.0,2.8,700.0,400.0,9
s2006JAVAIN01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,4.0,2.3,1.1,2.2,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,5.5,3.2,1.6,2.3,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,6.0,6.0,3.4,2.7,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,13.0,6.6,3.7,2.9,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,20.0,7.2,4.0,3.05,1000.0,500.0,8
s2006JAVAIN01HAYE.fsp,27.0,8.08,4.47,3.38,1200.0,500.0,8
s2006JAVAIN01HAYE.fsp,223.0,8.59,4.66,3.45,360.0,140.0,8
s2006KURILI01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2006KURILI01HAYE.fsp,2.78,2.1,1.0,2.1,1000.0,500.0,7
s2006KURILI01HAYE.fsp,3.78,6.0,3.4,2.7,1000.0,500.0,7
s2006KURILI01HAYE.fsp,10.78,6.6,3.7,2.9,1000.0,500.0,7
s2006KURILI01HAYE.fsp,17.78,7.2,4.0,3.05,1000.0,500.0,7
s2006KURILI01HAYE.fsp,24.78,8.08,4.47,3.38,1200.0,500.0,7
s2006KURILI01HAYE.fsp,220.78,8.59,4.66,3.45,360.0,140.0,7
s2007BENKUL01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2007BENKUL01HAYE.fsp,3.51,1.9,0.9,1.9,1000.0,500.0,7
s2007BENKUL01HAYE.fsp,4.01,5.0,2.5,2.6,1000.0,500.0,7
s2007BENKUL01HAYE.fsp,5.71,6.6,3.65,2.9,1000.0,500.0,7
s2007BENKUL01HAYE.fsp,8.01,7.1,3.9,3.05,1000.0,500.0,7
s2007BENKUL01HAYE.fsp,10.51,8.08,4.47,3.38,1200.0,500.0,7
s2007BENKUL01HAYE.fsp,206.51,8.59,4.66,3.45,360.0,140.0,7
s2007KURILI01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2007KURILI01HAYE.fsp,5.37,2.1,1.0,2.1,1000.0,500.0,7
s2007KURILI01HAYE.fsp,6.37,5.0,2.5,2.6,1000.0,500.0,7
s2007KURILI01HAYE.fsp,8.07,6.6,3.65,2.9,1000.0,500.0,7
s2007KURILI01HAYE.fsp,10.37,7.1,3.9,3.05,1000.0,500.0,7
s2007KURILI01HAYE.fsp,12.87,8.08,4.47,3.38,1200.0,500.0,7
s2007KURILI01HAYE.fsp,208.87,8.59,4.66,3.45,360.0,140.0,7
s2007MOLUCC01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,6
s2007MOLUCC01HAYE.fsp,1.0,6.0,3.4,2.7,1000.0,500.0,6
s2007MOLUCC01HAYE.fsp,11.0,6.6,3.7,2.9,1000.0,500.0,6
s2007MOLUCC01HAYE.fsp,21.0,7.2,4.0,3.1,1000.0,500.0,6
s2007MOLUCC01HAYE.fsp,31.0,8.08,4.47,3.38,1200.0,500.0,6
s2007MOLUCC01HAYE.fsp,227.0,8.59,4.66,3.45,360.0,140.0,6
s2007NIIGAT01CIRE.fsp,0.0,2.3,1.33,2.4,999.0,999.0,6
s2007NIIGAT01CIRE.fsp,3.0,4.05,2.34,2.5,999.0,999.0,6
s2007NIIGAT01CIRE.fsp,6.0,5.72,3.3,2.6,999.0,999.0,6
s2007NIIGAT01CIRE.fsp,9.0,5.81,3.35,2.7,999.0,999.0,6
s2007NIIGAT01CIRE.fsp,12.0,5.89,3.4,2.8,999.0,999.0,6
s2007NIIGAT01CIRE.fsp,15.0,5.97,3.45,2.9,999.0,999.0,6
s2007PAGAII01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2007PAGAII01HAYE.fsp,0.46,2.1,1.0,2.1,1000.0,500.0,7
s2007PAGAII01HAYE.fsp,1.46,6.0,3.4,2.7,1000.0,500.0,7
s2007PAGAII01HAYE.fsp,8.46,6.6,3.7,2.9,1000.0,500.0,7
s2007PAGAII01HAYE.fsp,15.46,7.2,4.0,3.05,1000.0,500.0,7
s2007PAGAII01HAYE.fsp,22.46,8.08,4.47,3.38,1200.0,500.0,7
s2007PAGAII01HAYE.fsp,218.46,8.59,4.66,3.45,360.0,140.0,7
s2007SOUTHO01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2007SOUTHO01HAYE.fsp,2.54,1.8,0.8,1.7,1000.0,500.0,8
s2007SOUTHO01HAYE.fsp,2.64,5.0,2.5,2.6,1000.0,500.0,8
s2007SOUTHO01HAYE.fsp,5.34,6.6,3.65,2.9,1000.0,500.0,8
s2007SOUTHO01HAYE.fsp,8.64,7.1,3.9,3.05,1000.0,500.0,8
s2007SOUTHO01HAYE.fsp,13.14,8.08,4.47,3.38,1200.0,500.0,8
s2007SOUTHO01HAYE.fsp,209.14,8.59,4.66,3.45,360.0,140.0,8
s2007SOUTHO01HAYE.fsp,245.14,8.73,4.71,3.49,370.0,140.0,8
s2007TOCOPI01HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,7
s2007TOCOPI01HAYE.fsp,0.5,4.0,2.1,2.4,1000.0,500.0,7
s2007TOCOPI01HAYE.fsp,1.0,6.0,3.5,2.7,1000.0,500.0,7
s2007TOCOPI01HAYE.fsp,22.0,6.4,3.7,2.85,1000.0,500.0,7
s2007TOCOPI01HAYE.fsp,46.0,7.1,3.9,3.1,1000.0,500.0,7
s2007TOCOPI01HAYE.fsp,70.0,8.08,4.47,3.38,1200.0,500.0,7
s2007TOCOPI01HAYE.fsp,266.0,8.59,4.66,3.45,360.0,140.0,7
s2007VOLCAN01HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,9
s2007VOLCAN01HAYE.fsp,3.24,1.8,0.8,1.7,1000.0,500.0,9
s2007VOLCAN01HAYE.fsp,3.31,5.0,2.5,2.6,1000.0,500.0,9
s2007VOLCAN01HAYE.fsp,5.01,6.6,3.65,2.9,1000.0,500.0,9
s2007VOLCAN01HAYE.fsp,7.31,7.1,3.9,3.05,1000.0,500.0,9
s2007VOLCAN01HAYE.fsp,9.81,8.08,4.47,3.38,1200.0,500.0,9
s2007VOLCAN01HAYE.fsp,205.81,8.59,4.66,3.45,360.0,140.0,9
s2007VOLCAN01HAYE.fsp,241.81,8.73,4.71,3.49,370.0,140.0,9
s2007VOLCAN01HAYE.fsp,349.81,8.87,4.76,3.53,370.0,140.0,9
s2008IWATEx01CULT.fsp,0.0,5.52,3.26,2.4,999.0,999.0,17
s2008IWATEx01CULT.fsp,2.0,5.62,3.31,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,4.0,5.71,3.35,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,6.0,5.81,3.4,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,8.0,5.91,3.45,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,10.0,6.01,3.5,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,12.0,6.11,3.55,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,14.0,6.21,3.6,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,16.0,6.32,3.65,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,18.0,6.43,3.7,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,20.0,6.54,3.75,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,22.0,6.65,3.81,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,24.0,6.76,3.86,2.6,999.0,999.0,17
s2008IWATEx01CULT.fsp,26.0,6.87,3.96,3.0,999.0,999.0,17
s2008IWATEx01CULT.fsp,28.0,6.99,3.97,3.0,999.0,999.0,17
s2008IWATEx01CULT.fsp,30.0,7.11,4.03,3.0,999.0,999.0,17
s2008IWATEx01CULT.fsp,32.0,7.8,4.41,3.4,999.0,999.0,17
s2008SIMEUL02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,1.97,2.3,1.1,2.2,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,3.47,3.2,1.6,2.3,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,3.97,5.0,2.5,2.6,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,5.67,6.6,3.65,2.9,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,7.97,7.1,3.9,3.05,1000.0,500.0,8
s2008SIMEUL02HAYE.fsp,10.47,8.08,4.47,3.38,1200.0,500.0,8
s2008SIMEUL02HAYE.fsp,206.47,8.59,4.66,3.45,360.0,140.0,8
s2009FIORDL02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2009FIORDL02HAYE.fsp,1.75,2.1,1.0,2.1,1000.0,500.0,7
s2009FIORDL02HAYE.fsp,2.75,6.0,3.4,2.7,1000.0,500.0,7
s2009FIORDL02HAYE.fsp,9.75,6.6,3.7,2.9,1000.0,500.0,7
s2009FIORDL02HAYE.fsp,16.75,7.2,4.0,3.05,1000.0,500.0,7
s2009FIORDL02HAYE.fsp,23.75,8.08,4.47,3.38,1200.0,500.0,7
s2009FIORDL02HAYE.fsp,219.75,8.59,4.66,3.45,360.0,140.0,7
s2009LAQUIL01CIRE.fsp,0.0,3.75,2.14,2.27,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,1.5,4.94,2.82,2.48,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,4.5,6.01,3.43,2.71,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,7.5,5.55,3.15,2.61,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,14.5,5.88,3.36,2.68,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,29.5,7.11,4.01,3.0,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,35.5,7.1,3.99,3.01,999.0,999.0,8
s2009LAQUIL01CIRE.fsp,43.5,7.9,4.4,3.28,999.0,999.0,8
s2009LAQUIL01GALL.fsp,42.0,7.8,4.2,3.5,800.0,400.0,6
s2009LAQUIL01GALL.fsp,27.0,7.0,3.8,3.26,600.0,300.0,6
s2009LAQUIL01GALL.fsp,5.0,6.51,3.5,3.15,400.0,200.0,6
s2009LAQUIL01GALL.fsp,2.0,5.76,3.1,2.94,400.0,200.0,6
s2009LAQUIL01GALL.fsp,1.0,4.83,2.6,2.84,400.0,200.0,6
s2009LAQUIL01GALL.fsp,0.0,3.0,1.7,2.5,200.0,100.0,6
s2009LAQUIL02CIRE.fsp,0.0,3.75,2.14,2.27,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,1.5,4.94,2.82,2.48,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,4.5,6.01,3.43,2.71,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,7.5,5.55,3.15,2.61,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,14.5,5.88,3.36,2.68,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,29.5,7.11,4.01,3.0,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,35.5,7.1,3.99,3.01,999.0,999.0,8
s2009LAQUIL02CIRE.fsp,43.5,7.9,4.4,3.28,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,0.0,3.75,2.14,2.27,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,1.5,4.94,2.82,2.48,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,4.5,6.01,3.43,2.71,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,7.5,5.55,3.15,2.61,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,14.5,5.88,3.36,2.68,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,29.5,7.11,4.01,3.0,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,35.5,7.1,3.99,3.01,999.0,999.0,8
s2009LAQUIL03CIRE.fsp,43.5,7.9,4.4,3.28,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,0.0,3.75,2.14,2.27,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,1.5,4.94,2.82,2.48,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,4.5,6.01,3.43,2.71,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,7.5,5.55,3.15,2.61,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,14.5,5.88,3.36,2.68,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,29.5,7.11,4.01,3.0,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,35.5,7.1,3.99,3.01,999.0,999.0,8
s2009LAQUIL04CIRE.fsp,43.5,7.9,4.4,3.28,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,0.0,3.75,2.14,2.27,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,1.5,4.94,2.82,2.48,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,4.5,6.01,3.43,2.71,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,7.5,5.55,3.15,2.61,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,14.5,5.88,3.36,2.68,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,29.5,7.11,4.01,3.0,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,35.5,7.1,3.99,3.01,999.0,999.0,8
s2009LAQUIL05CIRE.fsp,43.5,7.9,4.4,3.28,999.0,999.0,8
s2009PADANG02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2009PADANG02HAYE.fsp,0.89,2.3,1.1,2.2,1000.0,500.0,8
s2009PADANG02HAYE.fsp,2.39,3.2,1.6,2.3,1000.0,500.0,8
s2009PADANG02HAYE.fsp,2.89,6.0,3.4,2.7,1000.0,500.0,8
s2009PADANG02HAYE.fsp,9.89,6.6,3.7,2.9,1000.0,500.0,8
s2009PADANG02HAYE.fsp,16.89,7.2,4.0,3.05,1000.0,500.0,8
s2009PADANG02HAYE.fsp,23.89,8.08,4.47,3.38,1200.0,500.0,8
s2009PADANG02HAYE.fsp,219.89,8.59,4.66,3.45,360.0,140.0,8
s2009PADANG03HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,8
s2009PADANG03HAYE.fsp,0.89,2.3,1.1,2.2,1000.0,500.0,8
s2009PADANG03HAYE.fsp,2.39,3.2,1.6,2.3,1000.0,500.0,8
s2009PADANG03HAYE.fsp,2.89,6.0,3.4,2.7,1000.0,500.0,8
s2009PADANG03HAYE.fsp,9.89,6.6,3.7,2.9,1000.0,500.0,8
s2009PADANG03HAYE.fsp,16.89,7.2,4.0,3.05,1000.0,500.0,8
s2009PADANG03HAYE.fsp,23.89,8.08,4.47,3.38,1200.0,500.0,8
s2009PADANG03HAYE.fsp,219.89,8.59,4.66,3.45,360.0,140.0,8
s2009PAPUAx02HAYE.fsp,0.0,2.5,1.2,2.1,1000.0,500.0,7
s2009PAPUAx02HAYE.fsp,1.0,4.0,2.1,2.4,1000.0,500.0,7
s2009PAPUAx02HAYE.fsp,2.0,6.0,3.5,2.7,1000.0,500.0,7
s2009PAPUAx02HAYE.fsp,18.0,6.6,3.7,2.9,1000.0,500.0,7
s2009PAPUAx02HAYE.fsp,26.0,7.2,4.0,3.05,1000.0,500.0,7
s2009PAPUAx02HAYE.fsp,35.0,8.08,4.47,3.38,1200.0,500.0,7
s2009PAPUAx02HAYE.fsp,231.0,8.59,4.66,3.45,360.0,140.0,7
s2009VANUAT02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2009VANUAT02HAYE.fsp,2.42,1.8,0.8,1.7,1000.0,500.0,7
s2009VANUAT02HAYE.fsp,2.52,5.0,2.5,2.6,1000.0,500.0,7
s2009VANUAT02HAYE.fsp,5.22,6.6,3.65,2.9,1000.0,500.0,7
s2009VANUAT02HAYE.fsp,8.52,7.1,3.9,3.05,1000.0,500.0,7
s2009VANUAT02HAYE.fsp,13.02,8.08,4.47,3.38,1200.0,500.0,7
s2009VANUAT02HAYE.fsp,209.02,8.59,4.66,3.45,360.0,140.0,7
s2010BONINI02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010BONINI02HAYE.fsp,4.01,1.8,0.8,1.7,1000.0,500.0,7
s2010BONINI02HAYE.fsp,4.08,5.0,2.5,2.6,1000.0,500.0,7
s2010BONINI02HAYE.fsp,5.78,6.6,3.65,2.9,1000.0,500.0,7
s2010BONINI02HAYE.fsp,8.08,7.1,3.9,3.05,1000.0,500.0,7
s2010BONINI02HAYE.fsp,10.58,8.08,4.47,3.38,1200.0,500.0,7
s2010BONINI02HAYE.fsp,206.58,8.59,4.66,3.45,360.0,140.0,7
s2010MAULEC01SLAD.fsp,0.0,2.1,1.0,2.1,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,1.0,3.2,1.6,2.3,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,1.0,6.0,3.4,2.7,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,8.0,6.6,3.7,2.9,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,15.0,7.2,4.0,3.05,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,22.0,8.2,4.7,3.45,1500.0,600.0,7
s2010MAULEC01SLAD.fsp,218.0,8.2,4.7,3.45,1500.0,600.0,7
s2010NORTHE03HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010NORTHE03HAYE.fsp,2.33,2.1,1.0,2.1,1000.0,500.0,7
s2010NORTHE03HAYE.fsp,3.33,6.0,3.4,2.7,1000.0,500.0,7
s2010NORTHE03HAYE.fsp,10.33,6.6,3.7,2.9,1000.0,500.0,7
s2010NORTHE03HAYE.fsp,17.33,7.2,4.0,3.05,1000.0,500.0,7
s2010NORTHE03HAYE.fsp,24.33,8.08,4.47,3.38,1200.0,500.0,7
s2010NORTHE03HAYE.fsp,220.33,8.59,4.66,3.45,360.0,140.0,7
s2010NORTHE04HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010NORTHE04HAYE.fsp,0.07,2.1,1.0,2.1,1000.0,500.0,7
s2010NORTHE04HAYE.fsp,1.07,6.0,3.4,2.7,1000.0,500.0,7
s2010NORTHE04HAYE.fsp,8.07,6.6,3.7,2.9,1000.0,500.0,7
s2010NORTHE04HAYE.fsp,15.07,7.2,4.0,3.05,1000.0,500.0,7
s2010NORTHE04HAYE.fsp,22.07,8.08,4.47,3.38,1200.0,500.0,7
s2010NORTHE04HAYE.fsp,218.07,8.59,4.66,3.45,360.0,140.0,7
s2010SUMATR02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010SUMATR02HAYE.fsp,0.46,2.1,1.0,2.1,1000.0,500.0,7
s2010SUMATR02HAYE.fsp,1.46,6.0,3.4,2.7,1000.0,500.0,7
s2010SUMATR02HAYE.fsp,8.46,6.6,3.7,2.9,1000.0,500.0,7
s2010SUMATR02HAYE.fsp,15.46,7.2,4.0,3.05,1000.0,500.0,7
s2010SUMATR02HAYE.fsp,22.46,8.08,4.47,3.38,1200.0,500.0,7
s2010SUMATR02HAYE.fsp,218.46,8.59,4.66,3.45,360.0,140.0,7
s2010VANUAT02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010VANUAT02HAYE.fsp,1.89,1.8,0.8,1.7,1000.0,500.0,7
s2010VANUAT02HAYE.fsp,1.99,5.0,2.5,2.6,1000.0,500.0,7
s2010VANUAT02HAYE.fsp,4.69,6.6,3.65,2.9,1000.0,500.0,7
s2010VANUAT02HAYE.fsp,7.99,7.1,3.9,3.05,1000.0,500.0,7
s2010VANUAT02HAYE.fsp,12.48,8.08,4.47,3.38,1200.0,500.0,7
s2010VANUAT02HAYE.fsp,208.49,8.59,4.66,3.45,360.0,140.0,7
s2010VANUAT03HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2010VANUAT03HAYE.fsp,4.35,1.8,0.8,1.7,1000.0,500.0,7
s2010VANUAT03HAYE.fsp,4.42,5.0,2.5,2.6,1000.0,500.0,7
s2010VANUAT03HAYE.fsp,6.12,6.6,3.65,2.9,1000.0,500.0,7
s2010VANUAT03HAYE.fsp,8.42,7.1,3.9,3.05,1000.0,500.0,7
s2010VANUAT03HAYE.fsp,10.92,8.08,4.47,3.38,1200.0,500.0,7
s2010VANUAT03HAYE.fsp,206.92,8.59,4.66,3.45,360.0,140.0,7
s2011KERMAD03HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2011KERMAD03HAYE.fsp,4.09,1.8,0.8,1.7,1000.0,500.0,7
s2011KERMAD03HAYE.fsp,4.19,5.0,2.5,2.6,1000.0,500.0,7
s2011KERMAD03HAYE.fsp,6.89,6.6,3.65,2.9,1000.0,500.0,7
s2011KERMAD03HAYE.fsp,10.19,7.1,3.9,3.05,1000.0,500.0,7
s2011KERMAD03HAYE.fsp,14.69,8.08,4.47,3.38,1200.0,500.0,7
s2011KERMAD03HAYE.fsp,210.69,8.59,4.66,3.45,360.0,140.0,7
s2011KERMAD04HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2011KERMAD04HAYE.fsp,4.09,1.8,0.8,1.7,1000.0,500.0,7
s2011KERMAD04HAYE.fsp,4.19,5.0,2.5,2.6,1000.0,500.0,7
s2011KERMAD04HAYE.fsp,6.89,6.6,3.65,2.9,1000.0,500.0,7
s2011KERMAD04HAYE.fsp,10.19,7.1,3.9,3.05,1000.0,500.0,7
s2011KERMAD04HAYE.fsp,14.69,8.08,4.47,3.38,1200.0,500.0,7
s2011KERMAD04HAYE.fsp,210.69,8.59,4.66,3.45,360.0,140.0,7
s2011TOHOKU02WEIx.fsp,0.0,5.5,3.18,2.4,800.0,400.0,5
s2011TOHOKU02WEIx.fsp,5.5,6.3,3.64,2.67,800.0,400.0,5
s2011TOHOKU02WEIx.fsp,16.0,6.7,3.87,2.8,800.0,400.0,5
s2011TOHOKU02WEIx.fsp,32.0,7.8,4.5,3.0,1000.0,500.0,5
s2011TOHOKU02WEIx.fsp,132.0,7.8,4.5,3.0,1000.0,500.0,5
s2011TOHOKU03WEIx.fsp,0.0,4.4,2.51,2.0,400.0,200.0,5
s2011TOHOKU03WEIx.fsp,4.0,6.0,3.46,2.6,600.0,300.0,5
s2011TOHOKU03WEIx.fsp,14.0,6.7,3.87,2.9,800.0,400.0,5
s2011TOHOKU03WEIx.fsp,30.0,7.7,4.5,3.3,800.0,400.0,5
s2011TOHOKU03WEIx.fsp,42.5,7.7,4.5,3.3,800.0,400.0,5
s2011VANUAT02HAYE.fsp,0.0,1.5,0.01,1.02,1000.0,500.0,7
s2011VANUAT02HAYE.fsp,1.83,1.8,0.8,1.7,1000.0,500.0,7
s2011VANUAT02HAYE.fsp,1.93,5.0,2.5,2.6,1000.0,500.0,7
s2011VANUAT02HAYE.fsp,4.63,6.6,3.65,2.9,1000.0,500.0,7
s2011VANUAT02HAYE.fsp,7.93,7.1,3.9,3.05,1000.0,500.0,7
s2011VANUAT02HAYE.fsp,12.43,8.08,4.47,3.38,1200.0,500.0,7
s2011VANUAT02HAYE.fsp,208.43,8.59,4.66,3.45,360.0,140.0,7
s2012BRAWLE01WEIx.fsp,0.0,1.8,0.38,1.44,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.1,1.91,0.47,1.48,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.2,2.02,0.57,1.52,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.3,2.13,0.66,1.56,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.4,2.24,0.76,1.6,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.5,2.35,0.85,1.64,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.6,2.46,0.95,1.68,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.7,2.57,1.04,1.72,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.8,2.68,1.14,1.76,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,0.9,2.79,1.23,1.8,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.0,2.9,1.33,1.84,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.1,3.01,1.42,1.88,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.2,3.12,1.52,1.92,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.3,3.23,1.61,1.96,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.4,3.34,1.71,2.0,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.5,3.45,1.8,2.04,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.6,3.56,1.9,2.08,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.7,3.67,1.99,2.12,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.8,3.78,2.09,2.16,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,1.9,3.89,2.18,2.2,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,2.0,4.0,2.2,2.24,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,2.35,4.15,2.3,2.26,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,2.7,4.3,2.4,2.28,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,3.05,4.45,2.49,2.3,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,3.4,4.6,2.59,2.32,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,3.75,4.75,2.69,2.34,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,4.1,4.9,2.79,2.36,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,4.45,5.05,2.89,2.38,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,4.8,5.2,2.98,2.4,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,5.15,5.35,3.08,2.42,100.0,50.0,37
s2012BRAWLE01WEIx.fsp,5.5,5.5,3.18,2.44,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,7.6,5.66,3.27,2.49,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,9.7,5.82,3.36,2.54,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,11.8,5.98,3.46,2.58,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,13.9,6.14,3.55,2.63,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,16.0,6.7,3.87,2.8,800.0,300.0,37
s2012BRAWLE01WEIx.fsp,32.0,7.8,4.5,3.0,800.0,300.0,37
s2012BRAWLE02WEIx.fsp,0.0,1.8,0.38,1.44,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.1,1.91,0.47,1.48,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.2,2.02,0.57,1.52,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.3,2.13,0.66,1.56,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.4,2.24,0.76,1.6,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.5,2.35,0.85,1.64,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.6,2.46,0.95,1.68,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.7,2.57,1.04,1.72,100.0,50.0,37
s2012BRAWLE02WEIx.fsp,0.8,2.68,1.14,1.76,100.0,50.0,37
